,query_track_id,target_track_id,score,query_text,target_text
0,57353,TRAXGGD128F148972B,0.8471971750259399,Prelude And Fugue No. 12 In F Minor BWV 881_ Praeludium by Daniel Ben Pienaar from Book 2 CD1 Well-Tempered Clavier,Bach_ JS : Well-Tempered Clavier Book 1 : Fugue No.2 in C minor BWV847 by Daniel Barenboim from Bach_ JS : Well-Tempered Clavier Books 1 & 2
1,57354,TRAXGGD128F148972B,0.8471971750259399,Prelude And Fugue No. 12 In F Minor BWV 881_ Praeludium by Daniel Ben Pienaar from Book 2 CD1 Well-Tempered Clavier,Bach_ JS : Well-Tempered Clavier Book 1 : Fugue No.2 in C minor BWV847 by Daniel Barenboim from Bach_ JS : Well-Tempered Clavier Books 1 & 2
2,57355,TRAXGGD128F148972B,0.8471971750259399,Prelude And Fugue No. 12 In F Minor BWV 881_ Praeludium by Daniel Ben Pienaar from Book 2 CD1 Well-Tempered Clavier,Bach_ JS : Well-Tempered Clavier Book 1 : Fugue No.2 in C minor BWV847 by Daniel Barenboim from Bach_ JS : Well-Tempered Clavier Books 1 & 2
3,57356,TRAXGGD128F148972B,0.8471971750259399,Prelude And Fugue No. 12 In F Minor BWV 881_ Praeludium by Daniel Ben Pienaar from Book 2 CD1 Well-Tempered Clavier,Bach_ JS : Well-Tempered Clavier Book 1 : Fugue No.2 in C minor BWV847 by Daniel Barenboim from Bach_ JS : Well-Tempered Clavier Books 1 & 2
4,57357,TRAXGGD128F148972B,0.8471971750259399,Prelude And Fugue No. 12 In F Minor BWV 881_ Praeludium by Daniel Ben Pienaar from Book 2 CD1 Well-Tempered Clavier,Bach_ JS : Well-Tempered Clavier Book 1 : Fugue No.2 in C minor BWV847 by Daniel Barenboim from Bach_ JS : Well-Tempered Clavier Books 1 & 2
5,57358,TRAXGGD128F148972B,0.8471971750259399,Prelude And Fugue No. 12 In F Minor BWV 881_ Praeludium by Daniel Ben Pienaar from Book 2 CD1 Well-Tempered Clavier,Bach_ JS : Well-Tempered Clavier Book 1 : Fugue No.2 in C minor BWV847 by Daniel Barenboim from Bach_ JS : Well-Tempered Clavier Books 1 & 2
6,8218,TRRDGRC128F428C2CF,0.8022101521492004,Love and you and I by Lizzi from Love and you and I,Me And You by Kenny Chesney from Me And You
7,8219,TRRDGRC128F428C2CF,0.8022101521492004,Love and you and I by Lizzi from Love and you and I,Me And You by Kenny Chesney from Me And You
8,8222,TRRDGRC128F428C2CF,0.8022101521492004,Love and you and I by Lizzi from Love and you and I,Me And You by Kenny Chesney from Me And You
9,8226,TRRDGRC128F428C2CF,0.8022101521492004,Love and you and I by Lizzi from Love and you and I,Me And You by Kenny Chesney from Me And You
10,32824,TRAHTXY128F148972F,0.8525373935699463,Prelude And Fugue No. 4 In C-Sharp Minor BWV 873_ Praeludium by Daniel Ben Pienaar from Book 2 CD1 Well-Tempered Clavier,Bach_ JS : Well-Tempered Clavier Book 1 : Fugue No.4 in C sharp minor BWV849 by Daniel Barenboim from Bach_ JS : Well-Tempered Clavier Books 1 & 2
11,32827,TRAHTXY128F148972F,0.8525373935699463,Prelude And Fugue No. 4 In C-Sharp Minor BWV 873_ Praeludium by Daniel Ben Pienaar from Book 2 CD1 Well-Tempered Clavier,Bach_ JS : Well-Tempered Clavier Book 1 : Fugue No.4 in C sharp minor BWV849 by Daniel Barenboim from Bach_ JS : Well-Tempered Clavier Books 1 & 2
12,24635,TRQRKRT12903CEC11A,0.8455014824867249,Sonata in A minor - KV 310 - Andante cantabile con espressione (Wolfgang Amadeus Mozart) by Seth Carlin from Mozart in the Age of Enlightenment,Mozart: Sonata No. 9 in D Major_ K. 311 ~ Andante Con Espressione by John Novacek from Great Mozart Piano Works
13,32829,TRAHTXY128F148972F,0.8525373935699463,Prelude And Fugue No. 4 In C-Sharp Minor BWV 873_ Praeludium by Daniel Ben Pienaar from Book 2 CD1 Well-Tempered Clavier,Bach_ JS : Well-Tempered Clavier Book 1 : Fugue No.4 in C sharp minor BWV849 by Daniel Barenboim from Bach_ JS : Well-Tempered Clavier Books 1 & 2
14,32830,TRAHTXY128F148972F,0.8525373935699463,Prelude And Fugue No. 4 In C-Sharp Minor BWV 873_ Praeludium by Daniel Ben Pienaar from Book 2 CD1 Well-Tempered Clavier,Bach_ JS : Well-Tempered Clavier Book 1 : Fugue No.4 in C sharp minor BWV849 by Daniel Barenboim from Bach_ JS : Well-Tempered Clavier Books 1 & 2
15,24636,TRQRKRT12903CEC11A,0.8455014824867249,Sonata in A minor - KV 310 - Andante cantabile con espressione (Wolfgang Amadeus Mozart) by Seth Carlin from Mozart in the Age of Enlightenment,Mozart: Sonata No. 9 in D Major_ K. 311 ~ Andante Con Espressione by John Novacek from Great Mozart Piano Works
16,24639,TRQRKRT12903CEC11A,0.8455014824867249,Sonata in A minor - KV 310 - Andante cantabile con espressione (Wolfgang Amadeus Mozart) by Seth Carlin from Mozart in the Age of Enlightenment,Mozart: Sonata No. 9 in D Major_ K. 311 ~ Andante Con Espressione by John Novacek from Great Mozart Piano Works
17,24642,TRQRKRT12903CEC11A,0.8455014824867249,Sonata in A minor - KV 310 - Andante cantabile con espressione (Wolfgang Amadeus Mozart) by Seth Carlin from Mozart in the Age of Enlightenment,Mozart: Sonata No. 9 in D Major_ K. 311 ~ Andante Con Espressione by John Novacek from Great Mozart Piano Works
18,24643,TRQRKRT12903CEC11A,0.8455014824867249,Sonata in A minor - KV 310 - Andante cantabile con espressione (Wolfgang Amadeus Mozart) by Seth Carlin from Mozart in the Age of Enlightenment,Mozart: Sonata No. 9 in D Major_ K. 311 ~ Andante Con Espressione by John Novacek from Great Mozart Piano Works
19,24646,TRQRKRT12903CEC11A,0.8455014824867249,Sonata in A minor - KV 310 - Andante cantabile con espressione (Wolfgang Amadeus Mozart) by Seth Carlin from Mozart in the Age of Enlightenment,Mozart: Sonata No. 9 in D Major_ K. 311 ~ Andante Con Espressione by John Novacek from Great Mozart Piano Works
20,24647,TRQRKRT12903CEC11A,0.8455014824867249,Sonata in A minor - KV 310 - Andante cantabile con espressione (Wolfgang Amadeus Mozart) by Seth Carlin from Mozart in the Age of Enlightenment,Mozart: Sonata No. 9 in D Major_ K. 311 ~ Andante Con Espressione by John Novacek from Great Mozart Piano Works
21,24648,TRQRKRT12903CEC11A,0.8455014824867249,Sonata in A minor - KV 310 - Andante cantabile con espressione (Wolfgang Amadeus Mozart) by Seth Carlin from Mozart in the Age of Enlightenment,Mozart: Sonata No. 9 in D Major_ K. 311 ~ Andante Con Espressione by John Novacek from Great Mozart Piano Works
22,24649,TRQRKRT12903CEC11A,0.8455014824867249,Sonata in A minor - KV 310 - Andante cantabile con espressione (Wolfgang Amadeus Mozart) by Seth Carlin from Mozart in the Age of Enlightenment,Mozart: Sonata No. 9 in D Major_ K. 311 ~ Andante Con Espressione by John Novacek from Great Mozart Piano Works
23,24650,TRQRKRT12903CEC11A,0.8455014824867249,Sonata in A minor - KV 310 - Andante cantabile con espressione (Wolfgang Amadeus Mozart) by Seth Carlin from Mozart in the Age of Enlightenment,Mozart: Sonata No. 9 in D Major_ K. 311 ~ Andante Con Espressione by John Novacek from Great Mozart Piano Works
24,41054,TRSSKCD128F930C9A4,1.0000001192092896,Spanish ballad by Jeff Wahl from Guitarscapes,Spanish ballad by Jeff Wahl from Guitarscapes
25,41055,TRSSKCD128F930C9A4,1.0000001192092896,Spanish ballad by Jeff Wahl from Guitarscapes,Spanish ballad by Jeff Wahl from Guitarscapes
26,41056,TRSSKCD128F930C9A4,1.0000001192092896,Spanish ballad by Jeff Wahl from Guitarscapes,Spanish ballad by Jeff Wahl from Guitarscapes
27,49254,TRALSAU128F92FB7F7,1.0000001192092896,Trouble Dub by Burning Babylon from Stereo Mash Up,Trouble Dub by Burning Babylon from Stereo Mash Up
28,57465,TRPTLNO128F422B9B9,0.871322751045227,Suite No 5 in G major BWV 816_ Gavotte by Katherine Roberts Perl from J.S. Bach French Suites,Allemande [Suite No. 5 G-major BWV 816] (J.S. Bach) by Keith Jarrett from J.S. Bach: The French Suites
29,57466,TRPTLNO128F422B9B9,0.871322751045227,Suite No 5 in G major BWV 816_ Gavotte by Katherine Roberts Perl from J.S. Bach French Suites,Allemande [Suite No. 5 G-major BWV 816] (J.S. Bach) by Keith Jarrett from J.S. Bach: The French Suites
30,16515,TRWCTHQ128F93356EC,1.0000001192092896,Au Renouvel by Shira Kammen from Mistral,Au Renouvel by Shira Kammen from Mistral
31,16517,TRWCTHQ128F93356EC,1.0000001192092896,Au Renouvel by Shira Kammen from Mistral,Au Renouvel by Shira Kammen from Mistral
32,16520,TRWCTHQ128F93356EC,1.0000001192092896,Au Renouvel by Shira Kammen from Mistral,Au Renouvel by Shira Kammen from Mistral
33,49290,TRBYOBM128F930A17F,1.000000238418579,Und So Weiter II by Glen Bledsoe from Octopants,Und So Weiter II by Glen Bledsoe from Octopants
34,49291,TRBYOBM128F930A17F,1.000000238418579,Und So Weiter II by Glen Bledsoe from Octopants,Und So Weiter II by Glen Bledsoe from Octopants
35,49292,TRBYOBM128F930A17F,1.000000238418579,Und So Weiter II by Glen Bledsoe from Octopants,Und So Weiter II by Glen Bledsoe from Octopants
36,49294,TRBYOBM128F930A17F,1.000000238418579,Und So Weiter II by Glen Bledsoe from Octopants,Und So Weiter II by Glen Bledsoe from Octopants
37,49295,TRBYOBM128F930A17F,1.000000238418579,Und So Weiter II by Glen Bledsoe from Octopants,Und So Weiter II by Glen Bledsoe from Octopants
38,175,TRRNWRB128F92FB7E2,1.0,7 Nine Skank by Burning Babylon from Stereo Mash Up,7 Nine Skank by Burning Babylon from Stereo Mash Up
39,177,TRRNWRB128F92FB7E2,1.0,7 Nine Skank by Burning Babylon from Stereo Mash Up,7 Nine Skank by Burning Babylon from Stereo Mash Up
40,178,TRRNWRB128F92FB7E2,1.0,7 Nine Skank by Burning Babylon from Stereo Mash Up,7 Nine Skank by Burning Babylon from Stereo Mash Up
41,180,TRRNWRB128F92FB7E2,1.0,7 Nine Skank by Burning Babylon from Stereo Mash Up,7 Nine Skank by Burning Babylon from Stereo Mash Up
42,181,TRRNWRB128F92FB7E2,1.0,7 Nine Skank by Burning Babylon from Stereo Mash Up,7 Nine Skank by Burning Babylon from Stereo Mash Up
43,8375,TRKUGZR128F93070EA,1.0000001192092896,Monarch Dance by Beth Quist from Shall We Dance,Monarch Dance by Beth Quist from Shall We Dance
44,8378,TRKUGZR128F93070EA,1.0000001192092896,Monarch Dance by Beth Quist from Shall We Dance,Monarch Dance by Beth Quist from Shall We Dance
45,8379,TRKUGZR128F93070EA,1.0000001192092896,Monarch Dance by Beth Quist from Shall We Dance,Monarch Dance by Beth Quist from Shall We Dance
46,8380,TRKUGZR128F93070EA,1.0000001192092896,Monarch Dance by Beth Quist from Shall We Dance,Monarch Dance by Beth Quist from Shall We Dance
47,8381,TRKUGZR128F93070EA,1.0000001192092896,Monarch Dance by Beth Quist from Shall We Dance,Monarch Dance by Beth Quist from Shall We Dance
48,8382,TRKUGZR128F93070EA,1.0000001192092896,Monarch Dance by Beth Quist from Shall We Dance,Monarch Dance by Beth Quist from Shall We Dance
49,8383,TRKUGZR128F93070EA,1.0000001192092896,Monarch Dance by Beth Quist from Shall We Dance,Monarch Dance by Beth Quist from Shall We Dance
50,8384,TRKUGZR128F93070EA,1.0000001192092896,Monarch Dance by Beth Quist from Shall We Dance,Monarch Dance by Beth Quist from Shall We Dance
51,8385,TRKUGZR128F93070EA,1.0000001192092896,Monarch Dance by Beth Quist from Shall We Dance,Monarch Dance by Beth Quist from Shall We Dance
