,query_track_id,target_track_id,score,query_text,target_text
0,rock.00040,RfKfuACFDrHM5L2L,0.9542320966720581,The Crunge by Led Zeppelin from Houses of the Holy (Remastered),The Crunge by Led Zeppelin from Houses of the Holy (2014 Remaster)
1,metal.00087,RLdI88g7XrZ23IAm,0.8215780258178711,So What by Metallica from Metallica (Deluxe Box Set),One by Metallica from ...And Justice for All (Remastered Deluxe Box Set)
2,disco.00066,dK9Gux7gtQXpU7nx,1.0,Shake Your Groove Thing by Peaches & Herb from 2 Hot!,Shake Your Groove Thing by Peaches & Herb from 2 Hot!
3,hiphop.00043,V600AT3qLIlXj1Aj,0.8286563158035278,Anything Can Happen by Wyclef Jean from Wyclef Jean presents The Carnival featuring Refugee Allstars,Guantanamera by Wyclef Jean from Wyclef Jean presents The Carnival featuring Refugee Allstars
4,pop.00095,rswCv7cXVjwGmaiQ,0.8173701763153076,Love You for Always by Mandy Moore from So Real,Love Shot by Mandy Moore from So Real
5,pop.00076,kyGTSiqPY0uQFS1U,1.0,Dance With Me by Jennifer Lopez from J. Lo,Dance With Me by Jennifer Lopez from J.Lo
6,disco.00064,83z8OSgVyz0zdWtf,0.8567270040512085,"Funkytown by Lipps, Inc. from Mouth To Mouth","Funkytown by Lipps, Inc. from Disco Danger Mix"
7,classical.00022,syWRYCR7E7wFGBSf,0.8547004461288452,"Symphony No. 40 in G Minor, K. 550: I. Molto Allegro by Sir Neville Marriner & Academy of St Martin in the Fields from Mozart Sinfonie Vol. 1","Symphony No. 40 in G Minor, K. 550: I. Molto allegro by Wolfgang Amadeus Mozart from Mozart: Symphony Nos.40 & 41 'Jupiter'"
8,pop.00075,8NaGA4Mmu7LhuB5m,1.000000238418579,If You Had My Love by Jennifer Lopez from On The 6,If You Had My Love by Jennifer Lopez from On The 6
9,blues.00020,sroWtFR5FZTHwavm,0.8995249271392822,"Preachin' Blues (Up Jumped the Devil) by Robert Johnson from King of the Delta Blues Singers, Vol. 2",Me and the Devil Blues by Robert Johnson from King Of The Delta Blues Singers
10,jazz.00092,CmUIsO7OXG24rPD4,0.9715074300765991,Flamenco Sketches (Alternate Take) by Miles Davis from Kind of Blue (Legacy Edition),Flamenco Sketches by Miles Davis from Kind Of Blue (Legacy Edition)
11,rock.00013,sPDxNXJ2GfNUUbZ4,1.0000001192092896,32 Flavors by Ani DiFranco from Not a Pretty Girl,32 Flavors by Ani DiFranco from Not A Pretty Girl
12,hiphop.00064,H4bv5uyW0KRS3Yx2,0.8729947209358215,Sucka Nigga by A Tribe Called Quest from Midnight Marauders,Oh My God by A Tribe Called Quest from Midnight Marauders
13,pop.00093,bLOuC1c4bYJXhCHX,0.8102850317955017,I Wanna Be With You (Soul Solution Remix - Radio Edit) by Mandy Moore from I Wanna Be With You,I Wanna Be With You by Mandy Moore from The Best of Mandy Moore
14,blues.00027,rLZWUDlJB9nERxlA,0.8029674291610718,Hellhound On My Trail by Robert Johnson from King of the Delta Blues,Traveling Riverside Blues by Robert Johnson from King Of The Delta Blues Singers
15,disco.00092,itK24FswQ3p2cpgZ,0.8191367387771606,Heart of Glass by Blondie from Parallel Lines,Heart of Glass by Blondie from Best Of Blondie
16,rock.00031,pxVaoKZxCdPWNdEi,0.8375695943832397,Honky Tonk Women by The Rolling Stones from Honky Tonk Women / You Can't Always Get What You Want - EP,Honky Tonk Women by The Rolling Stones from Hot Rocks (1964-1971)
17,blues.00022,Sc6j09CgAzypYb1f,0.9600896239280701,"Ramblin' On My Mind by Robert Johnson from King of the Delta Blues Singers, Vol. 2",Ramblin' On My Mind by Robert Johnson from King Of The Delta Blues
